fips,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19037_001E,B19037_002E,B19037_003E,B19037_004E,B19037_005E,B19037_006E,B19037_007E,B19037_008E,B19037_009E,B19037_010E,B19037_011E,B19037_012E,B19037_013E,B19037_014E,B19037_015E,B19037_016E,B19037_017E,B19037_018E,B19037_019E,B19037_020E,B19037_021E,B19037_022E,B19037_023E,B19037_024E,B19037_025E,B19037_026E,B19037_027E,B19037_028E,B19037_029E,B19037_030E,B19037_031E,B19037_032E,B19037_033E,B19037_034E,B19037_035E,B19037_036E,B19037_037E,B19037_038E,B19037_039E,B19037_040E,B19037_041E,B19037_042E,B19037_043E,B19037_044E,B19037_045E,B19037_046E,B19037_047E,B19037_048E,B19037_049E,B19037_050E,B19037_051E,B19037_052E,B19037_053E,B19037_054E,B19037_055E,B19037_056E,B19037_057E,B19037_058E,B19037_059E,B19037_060E,B19037_061E,B19037_062E,B19037_063E,B19037_064E,B19037_065E,B19037_066E,B19037_067E,B19037_068E,B19037_069E
41051002000,238,206,160,201,283,271,134,176,169,246,157,287,328,144,98,23,3121,232,28,0,33,39,41,0,0,0,44,0,0,13,34,0,0,0,1910,117,74,75,99,188,177,91,163,112,191,124,160,196,89,45,9,738,65,101,35,0,45,47,31,13,13,42,25,101,98,55,53,14,241,28,31,17,63,9,47,12,0,0,13,8,13,0,0,0,0
41051002702,228,120,38,66,38,98,71,18,44,72,157,143,149,82,99,68,1491,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,538,14,37,0,13,12,43,48,18,0,27,51,54,84,51,45,41,729,199,52,10,15,26,55,7,0,14,45,67,83,44,31,54,27,218,15,31,28,38,0,0,16,0,30,0,33,6,21,0,0,0
41051003302,121,28,54,55,19,31,25,45,52,85,134,253,199,44,53,38,1236,27,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,727,21,0,34,41,0,14,15,39,21,21,38,222,163,24,36,38,413,63,28,20,9,19,11,10,0,31,64,76,15,36,20,11,0,69,37,0,0,5,0,6,0,6,0,0,9,0,0,0,6,0
41051005000,71,10,62,38,62,86,69,63,51,122,130,220,257,128,87,120,1576,93,7,0,0,9,0,20,0,10,0,19,0,0,28,0,0,0,998,54,10,43,0,62,40,50,43,51,72,98,132,137,63,50,93,368,10,0,11,29,0,14,8,0,0,31,23,88,48,65,26,15,117,0,0,8,0,0,12,11,10,0,0,9,0,44,0,11,12
41067031616,13,29,54,75,175,106,76,99,38,84,286,223,65,76,29,86,1514,156,0,0,8,31,9,0,8,19,22,8,17,34,0,0,0,0,771,13,0,15,25,86,25,14,28,0,46,188,167,43,76,15,30,203,0,13,0,0,7,46,10,31,0,9,20,18,15,0,14,20,384,0,16,31,19,73,35,44,21,16,21,61,4,7,0,0,36
41067031911,24,140,54,76,67,62,38,50,137,165,189,276,200,154,171,148,1951,18,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,8,12,23,43,9,27,22,26,62,6,73,94,122,46,67,36,910,8,31,16,22,27,18,16,24,57,130,107,86,44,108,104,112,347,0,87,15,11,31,17,0,0,18,29,9,96,34,0,0,0
41067032005,263,59,97,153,57,94,46,110,18,224,138,211,40,18,22,0,1550,247,30,0,44,55,11,3,0,0,8,0,23,73,0,0,0,0,746,121,29,8,57,34,58,45,31,0,139,88,107,14,15,0,0,399,85,10,35,12,9,9,1,79,10,49,26,31,18,3,22,0,158,27,20,10,29,3,24,0,0,0,36,1,0,8,0,0,0
42003070500,197,62,104,6,82,132,121,98,63,186,192,203,121,58,96,96,1817,308,51,34,30,0,8,42,27,16,8,41,28,23,0,0,0,0,1114,102,19,63,0,45,63,85,49,55,108,130,153,83,40,56,63,275,37,0,11,0,20,0,0,33,0,20,28,18,38,18,34,18,120,7,9,0,6,9,27,9,0,0,17,6,9,0,0,6,15
42003409000,75,80,86,69,75,104,12,52,30,174,188,310,478,294,609,1291,3927,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,13,0,12,15,0,0,0,0,16,27,83,131,125,118,242,376,2226,26,43,37,41,16,48,0,26,0,79,68,149,302,150,367,874,532,25,37,37,13,59,56,12,26,14,68,37,30,51,26,0,41
42091200505,84,37,38,31,37,63,13,11,91,139,47,274,404,259,240,479,2247,113,31,0,0,0,0,13,0,11,13,24,0,21,0,0,0,0,604,0,37,0,31,0,0,0,0,37,22,18,68,142,99,35,115,1174,41,0,0,0,0,37,0,0,41,66,16,158,183,131,154,347,356,12,0,38,0,37,13,13,0,0,27,13,27,79,29,51,17
42091201800,46,94,84,61,60,46,39,28,8,123,129,94,126,49,151,131,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,8,14,0,32,10,14,12,0,0,36,9,11,8,11,55,17,426,0,0,34,9,0,0,18,0,8,21,68,31,74,16,52,95,606,38,80,50,20,50,32,9,28,0,66,52,52,44,22,44,19
42091204009,48,6,16,11,52,4,39,57,0,28,90,58,57,32,38,64,600,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,77,0,0,0,0,5,0,6,10,0,0,0,13,0,18,11,14,248,11,6,0,0,10,0,0,9,0,12,66,25,48,11,19,31,270,37,0,16,11,37,4,28,38,0,16,24,20,9,3,8,19
42091205503,51,30,31,18,50,46,98,42,64,76,190,204,253,126,181,359,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,17,0,0,0,0,12,0,0,19,7,48,39,39,21,24,144,762,0,0,0,0,22,15,16,13,21,17,79,81,135,43,132,188,687,34,30,31,18,28,19,82,29,24,52,63,84,79,62,25,27
42101001102,164,14,78,58,15,73,46,50,39,185,101,176,108,141,98,130,1476,153,68,0,11,0,0,36,0,10,10,11,7,0,0,0,0,0,837,70,0,24,44,15,28,46,28,29,76,65,126,75,77,86,48,340,26,14,15,0,0,0,0,0,0,98,29,41,16,19,0,82,146,0,0,28,14,0,9,0,12,0,0,0,9,17,45,12,0
42101012500,425,43,62,148,69,93,85,76,115,307,295,343,80,317,237,147,2842,261,153,25,11,0,8,10,43,0,0,0,0,11,0,0,0,0,1476,169,0,14,40,47,35,28,57,18,255,169,218,80,182,139,25,470,15,0,0,0,0,0,0,0,31,27,41,47,0,125,80,104,635,88,18,37,108,14,48,14,19,66,25,85,67,0,10,18,18
44007003100,422,317,196,90,79,26,102,132,57,150,167,132,62,26,47,58,2063,384,96,0,78,21,38,0,0,85,0,66,0,0,0,0,0,0,557,26,44,32,0,0,0,72,31,40,52,89,71,62,0,38,0,595,286,83,17,9,0,26,18,16,17,12,61,14,0,0,0,36,527,14,190,69,60,41,0,12,0,0,20,17,47,0,26,9,22
44007003500,164,141,105,125,304,157,77,138,72,82,209,253,160,68,82,336,2473,343,119,49,0,0,48,0,13,12,0,0,17,58,0,0,0,27,995,19,17,58,33,127,129,18,29,33,66,93,113,100,21,26,113,573,0,50,0,0,66,12,31,68,39,16,31,33,60,0,28,139,562,26,25,47,92,63,16,15,29,0,0,68,49,0,47,28,57
44007013900,138,130,89,31,47,75,118,70,54,77,163,220,119,21,76,13,1441,49,0,6,19,0,0,0,0,0,0,0,24,0,0,0,0,0,341,0,27,0,0,8,0,30,60,7,5,29,75,82,0,11,7,467,66,19,6,0,9,42,46,10,30,17,56,99,8,21,32,6,584,72,78,64,31,30,33,42,0,17,55,54,46,29,0,33,0
45013011100,16,21,20,47,58,0,9,43,24,70,160,119,149,46,54,151,987,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,25,0,23,27,15,46,24,0,0,224,16,0,0,0,28,0,0,0,0,0,39,11,41,13,32,44,589,0,21,20,47,30,0,9,18,10,47,94,93,62,9,22,107
45019004607,210,38,96,157,50,151,57,124,245,183,377,341,162,66,182,255,2694,241,56,0,41,65,0,0,0,0,0,12,36,0,0,0,31,0,1209,58,0,0,50,24,26,33,33,148,114,236,219,103,44,37,84,644,81,12,29,29,0,56,11,27,61,0,44,74,35,22,48,115,600,15,26,26,13,26,69,13,64,36,57,61,48,24,0,66,56
45045002808,148,297,76,106,43,221,226,326,42,211,319,284,290,189,97,181,3056,124,0,0,57,12,0,11,14,8,0,14,8,0,0,0,0,0,1026,14,149,0,0,0,58,147,64,28,82,128,141,137,39,17,22,1040,103,87,19,80,0,37,10,130,0,33,92,76,83,96,63,131,866,31,61,0,14,43,115,55,124,14,82,91,67,70,54,17,28
45079002400,53,44,171,41,34,81,107,86,18,77,104,182,240,116,139,322,1815,68,0,5,53,0,10,0,0,0,0,0,0,0,0,0,0,0,539,13,0,30,25,0,24,64,53,0,0,42,67,41,49,68,63,671,32,7,13,10,0,25,9,0,0,52,33,63,104,45,54,224,537,8,32,75,6,24,32,34,33,18,25,29,52,95,22,17,35
47037017901,80,35,55,56,162,48,84,29,52,116,131,290,109,147,209,510,2113,102,0,11,33,22,0,0,0,0,0,0,24,0,12,0,0,0,540,0,0,0,0,49,15,36,0,27,54,21,105,38,63,15,117,830,45,11,0,0,32,14,0,12,13,33,70,66,26,65,126,317,641,35,13,22,34,81,19,48,17,12,29,16,119,33,19,68,76
47065000800,44,50,39,106,45,29,23,45,16,18,34,58,37,21,45,11,621,97,20,10,5,28,9,10,11,4,0,0,0,0,0,0,0,0,265,16,32,22,35,10,8,5,14,0,11,13,36,30,8,23,2,178,3,0,0,43,26,3,0,7,8,7,8,22,7,13,22,9,81,5,8,12,0,0,8,7,20,8,0,13,0,0,0,0,0
47093004404,132,12,69,38,129,88,45,64,79,95,101,167,79,115,98,331,1642,221,87,12,0,0,0,0,0,0,0,14,10,98,0,0,0,0,639,41,0,69,26,102,36,8,23,25,11,71,42,9,76,25,75,528,4,0,0,12,0,11,37,41,19,38,20,27,20,39,50,210,254,0,0,0,0,27,41,0,0,35,32,0,0,50,0,23,46
47157002500,182,96,33,96,114,93,43,25,54,55,54,71,38,57,74,34,1119,56,0,24,0,0,0,32,0,0,0,0,0,0,0,0,0,0,327,84,22,0,31,29,27,21,0,0,11,27,0,0,35,27,13,572,79,27,31,43,45,34,12,0,54,38,27,71,38,12,47,14,164,19,23,2,22,40,0,10,25,0,6,0,0,0,10,0,7
48029190902,106,55,56,13,125,120,103,43,80,191,226,191,120,51,3,37,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,67,0,13,0,72,37,28,29,13,75,130,55,48,0,0,0,483,18,11,0,13,14,47,26,4,38,80,9,108,47,37,3,28,470,21,44,43,0,39,36,49,10,29,36,87,28,25,14,0,9
48029191806,89,0,24,0,22,98,21,81,92,184,148,299,296,182,300,1032,2868,134,38,0,0,0,8,11,0,0,21,0,0,56,0,0,0,0,1208,10,0,0,0,14,67,11,43,56,111,129,102,63,117,92,393,1274,33,0,0,0,0,20,10,24,0,58,19,106,153,55,182,614,252,8,0,24,0,0,0,0,14,15,15,0,35,80,10,26,25
48113000100,53,51,29,48,69,49,64,90,22,113,182,176,138,135,151,484,1854,41,0,0,0,11,0,16,0,0,0,7,0,7,0,0,0,0,864,0,28,0,11,18,26,27,41,8,63,105,99,78,5,80,275,759,53,0,8,26,27,0,37,41,0,8,61,61,36,130,71,200,190,0,23,21,0,24,7,0,8,14,35,16,9,24,0,0,9
48113001704,53,14,0,13,36,0,0,14,0,67,71,231,35,107,139,145,925,109,39,0,0,0,36,0,0,14,0,0,0,20,0,0,0,0,502,0,0,0,0,0,0,0,0,0,54,46,153,35,39,92,83,215,0,0,0,0,0,0,0,0,0,13,15,36,0,42,47,62,99,14,14,0,13,0,0,0,0,0,0,10,22,0,26,0,0
48113013300,0,0,7,0,3,4,10,6,0,27,10,26,56,104,151,407,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,3,5,7,38,109,100,387,0,0,0,0,3,0,10,0,0,10,0,0,46,35,10,273,162,0,0,7,0,0,4,0,6,0,17,7,21,3,31,32,34
48157673003,38,63,34,49,43,21,66,78,23,71,79,409,575,422,684,952,3607,53,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,8,1508,38,13,22,0,43,21,0,47,0,17,50,145,306,168,387,251,1865,0,40,12,49,0,0,43,31,23,26,25,140,269,254,297,656,181,0,10,0,0,0,0,23,0,0,28,4,79,0,0,0,37
48201410200,87,107,46,92,104,33,0,35,109,139,280,398,296,201,349,323,2599,354,0,63,0,76,0,16,0,14,0,44,29,49,31,0,32,0,1591,40,20,29,16,91,17,0,21,81,72,203,240,217,159,269,116,590,47,13,17,0,13,0,0,0,28,23,48,88,39,42,25,207,64,0,11,0,0,0,0,0,0,0,0,0,21,9,0,23,0
48201411000,81,184,46,49,169,13,60,75,71,141,251,428,288,285,348,479,2968,193,0,0,15,12,127,0,0,0,0,27,12,0,0,0,0,0,1301,42,14,0,0,0,13,12,54,71,15,125,267,220,140,117,211,990,10,12,14,37,14,0,8,11,0,71,65,108,68,118,203,251,484,29,158,17,0,28,0,40,10,0,28,49,53,0,27,28,17
48201412600,19,7,32,28,23,9,0,7,30,71,40,126,93,74,158,613,1330,48,19,0,19,0,0,0,0,0,0,0,10,0,0,0,0,0,486,0,0,6,9,7,0,0,0,30,71,8,31,0,49,53,222,642,0,0,0,19,8,9,0,0,0,0,16,64,76,6,77,367,154,0,7,7,0,8,0,0,7,0,0,6,31,17,19,28,24
48201430300,9,19,0,0,9,0,0,20,0,21,20,79,72,94,262,831,1436,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,251,0,0,0,0,0,0,0,0,0,0,0,19,33,24,25,150,780,0,0,0,0,0,0,0,0,0,11,10,51,29,46,168,465,378,9,19,0,0,9,0,0,20,0,10,10,9,10,24,42,216
48201431802,141,26,51,56,0,168,51,0,124,117,213,244,296,137,89,246,1959,80,30,0,0,9,0,0,0,0,0,26,0,0,15,0,0,0,1167,94,15,0,16,0,56,0,0,110,76,169,130,231,110,72,88,420,0,0,0,0,0,89,51,0,0,15,44,67,21,14,17,102,292,17,11,51,31,0,23,0,0,14,0,0,47,29,13,0,56
48439113111,157,224,181,205,123,151,145,136,63,88,93,64,27,0,21,38,1716,308,52,48,17,79,0,27,34,21,0,15,0,15,0,0,0,0,952,59,140,112,76,87,61,69,65,63,66,63,49,27,0,15,0,446,36,36,52,50,36,63,42,50,0,7,30,0,0,0,6,38,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48439113622,15,0,0,12,32,16,0,76,73,14,144,235,295,117,298,777,2104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,27,0,0,0,26,55,0,17,94,1368,15,0,0,0,14,16,0,22,58,0,65,95,128,101,267,587,517,0,0,0,12,18,0,0,27,15,14,79,114,112,16,14,96
48453001200,257,58,139,264,51,186,89,122,15,147,293,201,288,99,215,355,2779,205,11,19,36,38,11,35,0,24,0,0,0,0,0,0,31,0,1684,246,13,74,168,0,102,89,98,0,72,211,121,180,58,99,153,724,0,11,29,58,28,49,0,0,15,61,43,66,76,41,72,175,166,0,15,0,0,12,0,0,0,0,14,39,14,32,0,13,27
48453001738,116,49,12,64,70,48,94,44,55,130,255,431,347,374,374,237,2700,26,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,886,76,0,0,19,0,20,18,0,0,0,58,219,175,155,118,28,1285,24,49,0,45,18,10,28,31,32,59,96,137,159,219,198,180,503,16,0,12,0,52,18,48,13,23,71,88,62,13,0,58,29
48453001753,58,43,19,23,24,34,31,49,26,102,91,172,45,13,14,7,751,115,11,25,10,0,5,12,0,0,14,0,15,23,0,0,0,0,492,18,10,9,23,8,22,31,49,12,75,76,97,42,6,14,0,115,29,3,0,0,0,0,0,0,0,27,0,39,3,7,0,7,29,0,5,0,0,11,0,0,0,0,0,0,13,0,0,0,0
49035102000,255,80,105,125,98,56,13,81,34,60,120,117,44,50,18,11,1267,157,76,20,0,9,0,0,0,28,0,0,24,0,0,0,0,0,619,41,9,59,76,8,49,0,53,34,14,82,87,36,50,10,11,260,32,7,16,29,84,7,13,0,0,46,0,18,0,0,8,0,231,106,44,30,11,6,0,0,0,0,0,14,12,8,0,0,0
49035111201,77,11,22,25,66,49,42,19,79,100,202,214,62,50,50,43,1111,32,0,0,0,0,0,0,0,10,11,11,0,0,0,0,0,0,401,0,11,0,0,26,0,11,9,47,16,103,108,28,14,28,0,363,62,0,9,11,27,12,20,0,14,40,9,71,22,36,9,21,315,15,0,13,14,13,37,11,0,7,33,90,35,12,0,13,22
49035112823,23,63,61,152,0,22,50,16,75,254,111,307,174,62,140,42,1552,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,643,23,0,0,44,0,0,31,0,21,123,30,161,103,32,59,16,611,0,18,41,50,0,0,8,11,41,93,62,106,60,14,81,26,282,0,45,20,42,0,22,11,5,13,38,19,40,11,16,0,0
51013101801,26,0,8,0,7,51,15,17,0,41,35,105,179,147,203,423,1257,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,991,26,0,0,0,0,16,15,8,0,41,26,77,158,124,188,312,192,0,0,8,0,7,0,0,9,0,0,9,21,12,15,9,102,66,0,0,0,0,0,35,0,0,0,0,0,7,9,0,6,9
51059430901,40,0,0,0,19,14,22,0,81,66,218,310,144,83,165,272,1434,17,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,495,8,0,0,0,0,14,0,0,81,0,149,81,39,9,39,75,680,18,0,0,0,0,0,22,0,0,3,69,136,86,52,114,180,242,14,0,0,0,19,0,0,0,0,63,0,76,19,22,12,17
51059460800,25,18,9,57,19,0,31,31,16,64,82,96,190,88,129,257,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,49,0,0,0,15,0,17,64,0,57,29,23,119,494,0,0,0,8,9,0,0,16,16,32,18,42,96,21,106,130,245,25,18,9,0,10,0,31,0,0,15,0,54,37,38,0,8
51059471301,14,0,57,0,108,30,64,10,98,80,147,296,275,120,156,108,1563,121,0,0,23,0,0,0,0,0,0,30,28,14,18,8,0,0,961,0,0,0,0,99,0,43,10,98,22,76,204,206,71,105,27,449,14,0,34,0,9,30,21,0,0,28,35,64,41,41,51,81,32,0,0,0,0,0,0,0,0,0,0,8,14,10,0,0,0
51059482202,127,35,15,46,25,44,94,154,56,117,261,260,248,124,201,222,2029,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1015,0,0,0,7,0,0,94,99,49,33,182,116,147,100,50,138,531,8,0,0,0,11,36,0,45,7,16,35,96,42,0,151,84,477,119,35,15,39,14,8,0,10,0,68,38,48,59,24,0,0
51059491701,22,5,32,0,32,0,27,118,22,174,219,249,245,228,148,196,1717,23,0,0,0,0,0,0,0,0,0,7,0,6,0,10,0,0,1138,22,0,16,0,0,0,0,100,12,135,121,135,207,137,134,119,451,0,5,8,0,32,0,12,18,10,32,90,86,15,52,14,77,105,0,0,8,0,0,0,15,0,0,0,8,22,23,29,0,0
51510200702,78,0,49,11,0,13,0,0,16,100,180,335,300,291,426,336,2135,73,0,0,0,11,0,0,0,0,0,27,22,0,0,13,0,0,1176,36,0,0,0,0,0,0,0,16,55,126,199,190,146,247,161,588,42,0,0,0,0,0,0,0,0,18,17,65,84,117,121,124,298,0,0,49,0,0,13,0,0,0,0,15,71,26,15,58,51
51540000800,193,28,80,47,69,120,71,15,60,76,159,176,213,58,67,81,1513,27,7,0,0,4,0,0,0,0,11,5,0,0,0,0,0,0,607,172,0,26,7,34,52,18,0,17,26,56,37,111,17,27,7,479,6,21,20,30,14,40,0,0,19,34,26,97,62,34,29,47,400,8,7,34,6,21,28,53,15,13,11,77,42,40,7,11,27
51810044807,151,150,180,97,143,136,103,239,157,211,266,116,187,72,101,24,2333,388,20,14,93,30,0,49,0,69,47,18,30,0,0,0,18,0,851,94,57,28,5,41,27,22,97,64,172,98,40,82,0,0,24,693,0,39,28,24,77,33,66,10,27,21,93,52,84,72,67,0,401,37,40,31,38,25,27,15,63,19,0,45,24,21,0,16,0
53011041323,214,134,171,239,90,202,125,226,154,201,115,187,162,40,81,0,2341,27,14,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,816,87,68,92,61,13,56,57,91,115,70,14,82,0,0,10,0,988,64,16,40,84,40,57,49,106,21,131,83,56,130,40,71,0,510,49,50,39,94,24,89,19,29,18,0,18,49,32,0,0,0
53033004400,208,202,85,205,50,75,80,136,28,223,207,196,140,65,96,358,2354,718,154,120,66,104,35,55,0,60,0,84,22,18,0,0,0,0,1035,37,19,19,73,15,20,80,43,28,98,122,90,109,21,35,226,419,17,32,0,16,0,0,0,16,0,41,32,42,31,39,47,106,182,0,31,0,12,0,0,0,17,0,0,31,46,0,5,14,26
53033005802,130,67,0,109,63,245,95,146,110,257,285,311,210,265,160,205,2658,137,42,0,0,0,0,14,11,0,0,19,0,0,16,35,0,0,1373,30,27,0,60,0,171,38,100,42,168,204,156,110,48,93,126,711,26,25,0,30,0,60,30,29,12,41,48,54,69,141,67,79,437,32,15,0,19,63,0,16,17,56,29,33,101,15,41,0,0
53033007300,351,158,211,75,145,178,128,66,74,137,244,300,370,209,316,285,3247,167,29,9,0,0,0,13,0,10,11,11,0,58,12,0,0,14,1832,45,38,135,41,87,126,15,35,57,35,194,199,344,97,214,170,770,194,98,65,27,58,39,113,21,0,16,17,0,0,12,78,32,478,83,13,11,7,0,0,0,0,6,75,33,43,14,100,24,69
53033023700,25,33,103,27,21,79,48,22,52,63,207,212,180,95,171,348,1686,107,8,0,11,0,0,35,23,0,0,0,30,0,0,0,0,0,526,17,0,9,14,0,9,8,0,7,40,52,79,54,19,95,123,695,0,16,58,13,12,21,0,22,9,11,87,74,72,49,49,202,358,0,17,25,0,9,14,17,0,36,12,38,59,54,27,27,23
53033032313,40,30,59,125,13,62,90,88,91,219,285,295,277,271,224,403,2572,50,0,0,0,27,0,0,0,0,0,12,11,0,0,0,0,0,1500,12,0,16,73,0,0,0,56,80,47,174,219,223,233,197,170,711,28,19,0,25,13,38,39,0,11,96,75,44,54,26,27,216,311,0,11,43,0,0,24,51,32,0,64,25,32,0,12,0,17
53053072311,200,75,176,188,100,106,106,131,102,131,201,169,145,34,19,39,1922,202,57,0,12,22,42,0,54,0,0,0,15,0,0,0,0,0,767,56,20,109,107,12,94,29,71,73,6,65,56,38,6,19,6,566,81,32,12,37,33,7,7,36,8,81,52,64,71,12,0,33,387,6,23,43,22,13,5,16,24,21,44,69,49,36,16,0,0
53061051905,133,47,95,146,68,123,153,122,102,285,320,525,288,376,151,149,3083,51,19,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,1246,33,0,58,28,22,65,79,18,10,43,178,192,143,230,75,72,1210,45,28,23,73,15,31,74,70,62,200,84,126,127,146,76,30,576,36,19,14,45,31,27,0,34,30,42,58,175,18,0,0,47
55025000800,173,61,61,84,36,67,22,108,47,101,265,315,153,53,162,132,1840,116,29,17,0,11,8,0,0,32,0,12,0,7,0,0,0,0,871,127,25,17,37,10,38,12,41,29,54,112,194,69,39,34,33,505,17,10,26,24,10,18,0,25,9,17,91,54,50,14,87,53,348,0,9,18,12,8,11,10,10,9,18,62,60,34,0,41,46
55079007700,210,227,93,253,93,120,84,59,76,260,219,148,74,49,23,0,1988,727,162,114,43,144,54,78,23,14,0,85,10,0,0,0,0,0,823,0,58,28,56,39,27,61,10,47,119,196,80,53,49,0,0,347,48,55,22,0,0,15,0,35,21,56,13,46,21,0,15,0,91,0,0,0,53,0,0,0,0,8,0,0,22,0,0,8,0
